state,county,White alone,Black or African American alone,American Indian and Alaska Native alone,Asian alone,Native Hawaiian and Other Pacific Islander alone,Some other race alone,Two or more races,Two or more races: Two races including Some other race,Two or more races: Two races excluding Some other race and three or more races,Total_1,Car truck or van,Car truck or van: Drove alone,Car truck or van: Carpooled,Car truck or van: Carpooled: In 2-person carpool,Car truck or van: Carpooled: In 3-person carpool,Car truck or van: Carpooled: In 4-person carpool,Car truck or van: Carpooled: In 5- or 6-person carpool,Car truck or van: Carpooled: In 7-or-more-person carpool,Public transportation (excluding taxicab),Public transportation (excluding taxicab): Bus or trolley bus,Public transportation (excluding taxicab): Streetcar or trolley car (carro publico in Puerto Rico),Public transportation (excluding taxicab): Subway or elevated,Public transportation (excluding taxicab): Railroad,Public transportation (excluding taxicab): Ferryboat,Taxicab,Motorcycle,Bicycle,Walked,Other means,Worked at home,Total_2,Family households,Family households: Married-couple family,Family households: Other family,Family households: Other family: Male householder no wife present,Family households: Other family: Female householder no husband present,Nonfamily households,Nonfamily households: Householder living alone,Nonfamily households: Householder not living alone
Alabama,Autauga County,76.87862319,19.13949275,0.288043478,1.028985507,0.057971014,0.740942029,1.865942029,0.032608696,1.833333333,44.25362319,42.10869565,38.28985507,3.81884058,3.123188406,0.485507246,0.114130435,0.076086957,0.019927536,0.047101449,0.047101449,0,0,0,0,0,0.076086957,0.025362319,0.277173913,0.496376812,1.222826087,38.25181159,27.46557971,21.7173913,5.748188406,1.391304348,4.356884058,10.78623188,9.606884058,1.179347826
Alabama,Baldwin County,86.2661996,9.497037582,0.731354544,0.807277026,0.004324698,0.977381828,1.716424724,0.28975479,1.426669934,43.92932482,40.28792881,37.02470364,3.263225168,2.507844522,0.507431273,0.12733834,0.104753805,0.015857227,0.039402807,0.039402807,0,0,0,0,0,0.062467865,0.025467668,0.305612017,0.514158582,2.694287073,37.77960376,24.67913141,19.91859957,4.760531842,1.163824379,3.596707463,13.10047235,11.48111308,1.619359272
Alabama,Barbour County,47.38189434,47.5758281,0.279264603,0.372352804,0.003878675,3.017609185,1.369172291,0.085330851,1.28384144,33.11612753,31.20394073,27.60840897,3.595531766,2.323326352,0.39950353,0.352959429,0.232720503,0.287021953,0.085330851,0.085330851,0,0,0,0,0,0.310294004,0,0.705918858,0.380110154,0.43053293,35.62950896,23.38841052,15.15786207,8.230548445,1.342021565,6.888526879,12.24109844,11.59723838,0.643860057
Alabama,Bibb County,76.65468105,22.27549163,0.03551294,0.164247348,0,0.039952058,0.830114973,0,0.830114973,35.27322768,33.68846273,29.9507258,3.737736938,3.542415768,0.19532117,0,0,0,0.164247348,0.164247348,0,0,0,0,0,0.044391175,0,0.19532117,0.257468815,0.923336441,30.36356372,21.96031429,16.09624007,5.864074222,1.717938474,4.146135748,8.403249434,7.883872686,0.519376748
Alabama,Blount County,95.50524764,1.495359528,0.244600572,0.343481655,0.031225605,0.758088299,1.621996704,0.053777431,1.568219273,36.68661636,35.43412265,31.61592506,3.818197589,2.848469078,0.605429786,0.163067048,0.100615838,0.100615838,0.053777431,0,0.053777431,0,0,0,0,0.04163414,0,0.069390233,0.260213375,0.827478532,35.73597016,26.2017521,20.71645416,5.485297944,2.055685662,3.429612282,9.534218059,8.829907191,0.704310868
Alabama,Bullock County,21.98608964,76.24613601,1.178516229,0.540958269,0,0.048299845,0,0,0,38.06027821,34.79520866,30.09080371,4.704404946,3.313369397,0.280139104,0,0,1.110896445,0,0,0,0,0,0,0,0,0,2.22179289,0,1.043276662,34.86282844,23.96638331,13.60123648,10.36514683,1.835394127,8.529752705,10.89644513,10.32650696,0.569938176
Alabama,Butler County,52.00499376,45.2184769,0.009987516,1.153558052,0,0,1.61298377,0.04494382,1.56803995,38.79650437,37.36828964,32.52434457,4.843945069,3.890137328,0.669163546,0.184769039,0.099875156,0,0,0,0,0,0,0,0,0,0,0.359550562,0.459425718,0.609238452,33.49812734,22.11735331,14.9113608,7.205992509,1.018726592,6.187265918,11.38077403,10.21722846,1.163545568
Alabama,Calhoun County,74.33491459,20.57029662,0.306695164,0.925298441,0.007819423,1.477871032,2.377104728,0.175502615,2.201602113,40.96248414,38.6548854,34.73996073,3.914924673,2.929677318,0.488279553,0.30061339,0.066899512,0.129454899,0.132061374,0.118160177,0,0,0.013901197,0,0,0.072981286,0,0.510868999,0.341448157,1.250238927,39.12578846,26.78847591,18.67538967,8.11308624,1.712453735,6.400632504,12.33731255,10.48410919,1.853203357
Alabama,Chambers County,57.59770591,39.37503695,0.286761663,1.197303849,0,0.517353515,1.025838113,0,1.025838113,42.5589783,41.14290782,36.28274109,4.860166736,4.242298823,0.428664341,0.038431975,0,0.150771596,0.079820257,0.079820257,0,0,0,0,0,0,0,0.269023828,0.304499497,0.762726896,39.9574292,25.59865192,16.88937504,8.709276888,2.317743747,6.39153314,14.35877727,12.63525099,1.723526282
Alabama,Cherokee County,92.82094921,4.900785209,0.912853441,0.212741268,0,0.348122075,0.804548795,0,0.804548795,37.40765095,36.10025916,31.0911693,5.009089854,3.883495146,0.638223804,0.293969752,0.038680231,0.154720922,0.085096507,0.085096507,0,0,0,0,0,0,0,0.112172669,0.45642672,0.653695896,41.0242525,28.36034503,23.44795575,4.912389278,0.970873786,3.941515491,12.66390748,11.59633311,1.067574363
Alabama,Chilton County,83.31208741,9.44229456,0.279990895,0.43250626,0,4.229455953,2.303664921,0.220805827,2.082859094,39.16913271,37.62576827,32.73161848,4.894149784,3.17095379,1.265649898,0.412019121,0.011381744,0.034145231,0,0,0,0,0,0,0,0,0,0.175278853,0.391531983,0.976553608,38.13111769,27.14773503,19.60619167,7.541543364,2.201229228,5.340314136,10.98338265,9.499203278,1.484179376
Alabama,Choctaw County,56.74952199,42.75334608,0.068833652,0.099426386,0,0.061185468,0.267686424,0,0.267686424,31.57170172,30.02676864,25.93499044,4.091778203,2.638623327,0.573613767,0.183556405,0,0.695984704,0,0,0,0,0,0,0,0,0.030592734,0.458891013,0.47418738,0.58126195,40.91778203,26.84512428,17.7667304,9.078393881,1.674952199,7.403441683,14.07265774,13.10898662,0.963671128
Alabama,Clarke County,53.04055439,45.81539345,0.102513634,0.504367081,0,0,0.537171444,0.032804363,0.504367081,30.87300611,30.10620413,27.25632509,2.849879034,1.951859597,0.4428589,0.270635995,0.024603272,0.15992127,0.045105999,0,0,0,0,0.045105999,0,0,0.036904908,0.200926723,0.180423996,0.303440358,38.3729036,24.74269078,18.42375036,6.318940419,1.742731783,4.576208636,13.63021282,13.08073974,0.54947308
Alabama,Clay County,83.01689341,14.77799372,1.158618628,0.13454926,0,0.194348931,0.717596053,0.052324712,0.665271341,40.56660188,38.71281208,36.47032441,2.242487666,1.315592764,0.665271341,0.13454926,0.127074301,0,0,0,0,0,0,0,0,0,0,0.298998356,0.231723726,1.323067723,39.13888474,27.23127523,20.31693826,6.914336971,1.181043504,5.733293467,11.90760951,10.77141576,1.136193751
Alabama,Cleburne County,94.17592717,2.63087428,0.261079127,0.02008301,0,0.84348641,2.068550007,0.120498059,1.948051948,35.84817245,34.32855804,29.16722453,5.161333512,4.766367653,0.214218771,0.113803722,0.066943366,0,0.006694337,0.006694337,0,0,0,0,0,0,0,0.267773464,0.053554693,1.191591913,38.33177132,25.84013924,20.61186236,5.228276878,1.74722185,3.481055027,12.49163208,11.23979114,1.251840943
Alabama,Coffee County,75.89104664,17.21455311,1.203010451,1.298549368,0,1.255654344,3.137186086,0.019497738,3.117688348,43.42926221,41.2026205,37.60918733,3.593433162,2.881765715,0.561534862,0.126735299,0.023397286,0,0,0,0,0,0,0,0,0.159881454,0.165730775,0.372406801,0.374356575,1.154266105,38.58407425,26.48377788,19.9344876,6.549290282,1.456481048,5.092809234,12.10029637,10.66916238,1.431133988
Alabama,Colbert County,79.43481053,15.8087898,0.67345628,0.489953207,0.053215891,1.326727223,2.213047069,0.275254611,1.937792458,40.50646848,39.13570052,36.54280209,2.592898431,2.080924855,0.332140563,0.071566199,0.055050922,0.053215891,0.040370676,0.0238554,0,0,0,0.016515277,0.020185338,0.042205707,0,0.196348289,0.225708781,0.84594917,40.00183503,27.09973392,20.05505092,7.044682998,2.038719149,5.00596385,12.90210111,11.67813561,1.223965501
Alabama,Conecuh County,50.8949976,47.71455969,0.447498801,0.1438389,0,0.0159821,0.783122902,0,0.783122902,30.97330989,29.71871504,27.70497043,2.013744606,0.855042353,0.639284002,0.375579351,0,0.1438389,0.0639284,0,0,0,0.0639284,0,0,0,0.167812051,0.263704651,0.02397315,0.735176602,36.55106281,23.07016142,14.52772894,8.542432476,1.174684354,7.367748122,13.48090139,13.09733099,0.383570401
Alabama,Coosa County,65.71165362,34.20543528,0.082911101,0,0,0,0,0,0,36.80331644,34.23307232,30.90741594,3.32565638,2.800552741,0.221096269,0,0.30400737,0,0.165822202,0.165822202,0,0,0,0,0,0,0,0.571165362,0.20267158,1.630584984,37.79824965,24.54168586,18.59051129,5.951174574,1.123906034,4.82726854,13.2565638,12.50115154,0.755412252
Alabama,Covington County,84.66707719,12.92067147,0.15528366,0.425691414,0.034804958,0.187411314,1.609059998,0,1.609059998,39.38047174,37.63754652,34.467618,3.169928516,2.645176836,0.342694975,0.104414875,0.026773045,0.050868785,0.018741131,0.018741131,0,0,0,0,0.016063827,0.080319135,0.074964526,0.409627587,0.511365158,0.63184386,40.18098578,27.10503066,19.80134401,7.303686648,1.823244358,5.480442291,13.07595513,11.60076035,1.475194774
Alabama,Crenshaw County,71.67688424,23.06527227,0.786152182,1.355932203,0,1.053011179,2.062747926,0.043274432,2.019473494,40.10818608,37.12946268,32.78038226,4.349080418,3.317706455,0.714028128,0.317345835,0,0,0.21637216,0.21637216,0,0,0,0,0,0.021637216,0.036062027,0.699603318,0.302921024,1.70212766,36.24233682,24.69527587,17.12946268,7.565813199,1.666065633,5.899747566,11.54706094,10.34980166,1.197259286
Alabama,Cullman County,95.2364754,1.212445179,0.422776475,0.405768226,0.003644625,0.963395818,1.755494272,0.207743613,1.547750659,39.68753417,38.42770887,34.75392708,3.673781784,3.099145943,0.414272351,0.092330495,0.030371873,0.037661123,0.041305748,0.041305748,0,0,0,0,0,0.008504125,0.009718999,0.235685736,0.133636242,0.830974451,37.33310656,25.8804806,20.63343579,5.247044817,1.438411915,3.808632901,11.45262595,10.03365204,1.418973917
Alabama,Dale County,72.86366866,19.79291442,0.765404527,1.285148716,0.008121003,1.922647447,3.362095219,0.101512537,3.260582682,40.78367678,37.86011572,34.94264542,2.917470308,2.549994924,0.245660339,0.097452035,0.024363009,0,0.014211755,0.014211755,0,0,0,0,0.16648056,0.05481677,0.077149528,1.080093392,0.30250736,1.228301695,37.90478124,25.55273576,18.4834027,7.069333063,1.384631002,5.684702061,12.35204548,10.6283626,1.723682875
Alabama,Dallas County,28.12211147,70.47390642,0.024981888,0.559594294,0.057458343,0.06245472,0.699492868,0.082440231,0.617052637,34.95215968,33.39828624,30.19061181,3.207674436,2.460715981,0.572085238,0.142396762,0.012490944,0.019985511,0,0,0,0,0,0,0,0,0.08493842,0.507132329,0.454670364,0.507132329,40.81041245,26.39086662,13.86994429,12.52092233,2.475705114,10.04521722,14.41954583,12.99308002,1.426465812
Alabama,DeKalb County,85.63483146,1.41011236,1.311797753,0.196629213,0.872191011,8.28511236,2.289325843,0.206460674,2.082865169,39.69662921,38.0997191,34.00561798,4.094101124,3.050561798,0.566011236,0.306179775,0.026685393,0.144662921,0.021067416,0.021067416,0,0,0,0,0,0.056179775,0.012640449,0.377808989,0.094101124,1.03511236,36.70224719,25.86095506,19.34831461,6.512640449,2.085674157,4.426966292,10.84129213,9.837078652,1.004213483
Alabama,Elmore County,74.89533566,21.4278678,0.25735113,0.482687288,0,0.953061124,1.983696991,0.086194158,1.897502832,41.35103187,39.63084273,35.86908339,3.761759346,3.143624095,0.35585874,0.046791115,0.208097326,0.007388071,0.051716495,0.023395557,0,0.028320938,0,0,0,0.081268778,0,0.301679555,0.227798847,1.057725459,35.88509087,25.8077624,19.21021524,6.597547161,1.996010442,4.601536719,10.07732847,9.039304536,1.038023937
Alabama,Escambia County,61.87044578,31.9331333,3.849657094,0.361658808,0.192884698,0.62151736,1.170702958,0.069652808,1.10105015,32.14477068,31.67863266,29.43099014,2.24764252,1.527003858,0.573296185,0.037505358,0.10983712,0,0,0,0,0,0,0,0,0,0.021431633,0.136626661,0.091084441,0.216995285,35.97299614,22.00225032,15.56740249,6.434847835,1.267145306,5.167702529,13.97074582,12.64466352,1.326082297
Alabama,Etowah County,80.34855594,15.74913298,0.729558282,0.717900893,0.064115641,0.729558282,1.661177979,0.073830132,1.587347847,40.1393058,37.84571445,34.31255404,3.533160415,3.057150351,0.267148505,0.115602444,0.049543905,0.04371521,0.083544624,0.069944336,0,0,0,0.013600288,0,0.035943617,0.034000719,0.336121392,0.204975762,1.599005236,37.66988216,25.3927083,18.66153742,6.731170888,1.514489163,5.216681724,12.27717386,10.95308872,1.324085138
Alabama,Fayette County,84.98643352,11.92643955,0,0.651190835,0.036177269,0,2.399758818,0,2.399758818,37.96201387,36.52095267,32.60174857,3.9192041,3.099186011,0.422068134,0.13867953,0.235152246,0.024118179,0,0,0,0,0,0,0,0,0,0.506481761,0.150738619,0.78384082,41.88724751,29.01416943,21.82695207,7.187217365,2.797708773,4.389508592,12.87307808,11.5284896,1.344588484
Alabama,Franklin County,83.91034177,4.400481897,1.547143491,0.377274745,0,8.77243041,0.99232769,0.066577896,0.925749794,40.48887198,38.93855811,33.69158582,5.246972291,3.760065944,1.106461226,0.091940904,0.259970833,0.028533384,0.082429776,0.082429776,0,0,0,0,0,0,0,0.317037601,0.611882569,0.538963921,35.53991503,24.418236,17.89360218,6.524633822,1.765899436,4.758734386,11.12167903,9.888402765,1.233276267
Alabama,Geneva County,86.33498169,9.546638481,0.792722057,0.411460496,0.015099468,0.917292665,1.981805141,0.256690952,1.72511419,37.4013816,35.517723,31.29742177,4.220301234,3.038767883,0.498282436,0.237816617,0.396361028,0.04907327,0.011324601,0.011324601,0,0,0,0,0,0.075497339,0.045298403,0.230266883,0.875769129,0.645502246,39.55683062,27.25453928,20.34275792,6.91178136,1.853459666,5.058321694,12.30229134,10.34691027,1.955381073
Alabama,Greene County,17.14929979,79.67006883,0.569665322,0,0,0,2.610966057,0.261096606,2.349869452,26.15713268,24.61428911,21.50486589,3.109423214,2.955138856,0.035604083,0.035604083,0,0.083076193,0,0,0,0,0,0,0,0,0.04747211,0.201756468,0.320436743,0.973178258,35.07002136,19.34488488,10.84737717,8.497507714,2.100640873,6.396866841,15.72513648,15.02492286,0.700213624
Alabama,Hale County,39.61845906,58.76267885,0.194800833,0.261973534,0,0.67844428,0.483643447,0.268690804,0.214952643,33.51917781,32.0145093,29.62987842,2.384630886,1.497951233,0.382884396,0.100759052,0.403036206,0,0.040303621,0,0,0,0.040303621,0,0,0,0,0.053738161,0.362732585,1.047894136,38.00631423,23.91348156,15.67810842,8.235373144,0.953852354,7.28152079,14.09283267,13.34721569,0.745616981
Alabama,Henry County,71.12240131,27.73300631,0.023359028,0,0,0.216071011,0.905162345,0.087596356,0.817565989,39.90889979,37.61387526,34.79911236,2.814762906,2.014716188,0.601494978,0.122634898,0.035038542,0.040878299,0,0,0,0,0,0,0,0.023359028,0,0.245269797,1.162111656,0.864284046,38.94533987,26.14459238,20.97640738,5.168185004,1.27306704,3.895117963,12.80074749,11.56271899,1.238028498
Alabama,Houston County,69.36810028,26.90700705,0.292279975,0.836591536,0.01724931,0.500229991,2.078541858,0.167701625,1.910840233,41.88419963,40.08643821,37.02564397,3.060794235,2.386154554,0.373735051,0.144702545,0.106370745,0.04983134,0.039290095,0.039290095,0,0,0,0,0.03449862,0.045039865,0.04024839,0.31240417,0.25490647,1.071373812,37.6159537,24.65980527,17.30105796,7.358747317,1.508356332,5.850390984,12.95614842,11.29159,1.664558418
Alabama,Jackson County,91.01240066,3.453372749,1.180558222,0.412715476,0.147809729,1.059622989,2.733520175,0.059507813,2.674012362,38.10803547,36.25561485,32.8867048,3.368910047,2.633700618,0.487580144,0.157407763,0.082543095,0.007678427,0.015356855,0.015356855,0,0,0,0,0,0.026874496,0.009598034,0.566284025,0.199639114,1.0346681,39.59381119,27.66153492,21.91999079,5.741544132,1.614389373,4.127154759,11.93227627,10.99742773,0.934848543
Alabama,Jefferson County,51.91622265,42.6891067,0.23700848,1.553284477,0.032581089,1.878792287,1.69300431,0.202608912,1.490395398,45.07858862,42.15053372,37.73920581,4.411327914,3.461172434,0.543422257,0.202911992,0.121686579,0.082134652,0.408248623,0.390518448,0.009547017,0.001818479,0.002879259,0.003485419,0.041673486,0.044098125,0.068950677,0.626314609,0.338388706,1.400380668,39.54040964,24.97923903,16.42723355,8.55200548,1.758924188,6.793081292,14.56117062,12.52811066,2.033059955
Alabama,Lamar County,87.46859973,11.1820857,0,0,0,0.854087418,0.495227159,0,0.495227159,37.91717505,37.24969497,33.46013063,3.789564344,2.964185746,0.322974234,0.272733797,0.107658078,0.122012488,0.258379387,0.258379387,0,0,0,0,0,0.021531616,0.007177205,0.028708821,0,0.351683055,42.87662384,29.08203546,23.39768894,5.684346515,1.069403574,4.614942941,13.79458839,13.10557669,0.689011699
Alabama,Lauderdale County,87.01301507,10.11394934,0.450396933,0.661014203,0.065885403,0.193335854,1.502403197,0.082086731,1.420316466,42.72614354,40.88351245,37.6194848,3.26402765,2.423718745,0.532483664,0.126370362,0.081006643,0.100448237,0.014041151,0.014041151,0,0,0,0,0.033482746,0.011880974,0.091807528,0.720419074,0.168493816,0.802505805,41.59853108,26.85964249,20.55192526,6.307717233,1.444078414,4.863638818,14.73888859,12.2244424,2.514446185
Alabama,Lawrence County,78.20686744,10.9342498,5.661571855,0.132645986,0.072352356,0.015073407,4.977239155,0.50345181,4.473787344,37.34587441,35.93198879,32.5736336,3.35835519,2.77652166,0.394923276,0.036176178,0.072352356,0.078381719,0.054264267,0.054264267,0,0,0,0,0,0,0,0.38286455,0.159778119,0.816978686,38.62108468,28.11190498,21.84438214,6.267522836,1.736456543,4.531066293,10.50917971,9.830876368,0.678303337
Alabama,Lee County,70.30454463,23.02447783,0.141882263,4.129024968,0.011300357,0.540533754,1.848236203,0.154438215,1.693797987,45.34519452,41.92118629,38.28184346,3.639342821,2.932442698,0.450130896,0.085380477,0.144393453,0.026995298,0.316410002,0.281881133,0.008789167,0.025739703,0,0,0.024484107,0.094797441,0.153810418,0.833715244,0.237307502,1.763483523,37.27422828,23.47398093,16.6937666,6.78021433,1.644201975,5.136012355,13.80024735,10.49865965,3.3015877
Alabama,Limestone County,80.75377208,13.39895972,0.916691742,1.261660147,0.02579203,1.786098096,1.857026179,0.048360057,1.808666122,42.20973219,40.31831664,36.99436874,3.3239479,2.943515454,0.166573529,0.109616129,0.078450759,0.02579203,0.076301423,0.076301423,0,0,0,0,0.00537334,0.069853415,0.016120019,0.237501612,0.260069638,1.226196105,34.52478184,24.46696471,19.53208958,4.934875124,1.204702747,3.730172377,10.05781713,9.012165241,1.045651894
Alabama,Lowndes County,24.87299726,74.25752247,0.127002735,0,0,0,0.74247753,0,0.74247753,32.82532239,31.56506448,28.06760453,3.497459945,3.087143415,0.224697147,0.185619383,0,0,0.117233294,0.117233294,0,0,0,0,0,0,0.058616647,0.146541618,0.635013677,0.302852677,40.83626417,27.989449,13.41344275,14.57600625,3.106682298,11.46932395,12.84681516,12.18249316,0.664322001
Alabama,Macon County,15.87593156,82.60732655,0.330639236,0.262412092,0,0.561561877,0.362128687,0,0.362128687,37.4934397,34.26052272,31.36874147,2.891781253,2.461425422,0.372625171,0.05773066,0,0,0.194184948,0.194184948,0,0,0,0,0,0,0.078723628,2.22525454,0.330639236,0.404114622,40.08082292,22.98205101,13.35152724,9.630523775,1.763409258,7.867114517,17.09877191,15.16217067,1.936601239
Alabama,Madison County,68.19414923,24.05526345,0.55235485,2.537476228,0.090614163,1.258530037,3.311612037,0.217865533,3.093746504,47.83728605,44.97119365,42.12915315,2.842040497,2.245217586,0.384830518,0.133683857,0.022933214,0.055375322,0.083902002,0.083902002,0,0,0,0,0.00922922,0.063206175,0.059011075,0.423425439,0.479639781,1.747678711,40.6242309,26.11757467,19.69179998,6.425774695,1.551348026,4.87442667,14.50665623,12.37051124,2.136144983
Alabama,Marengo County,45.32193674,53.83355512,0.261029788,0,0,0.296857406,0.286620944,0,0.286620944,32.83857099,30.76568738,29.29675504,1.468932337,1.049237384,0.240556864,0.163783396,0.015354693,0,0,0,0,0,0,0,0,0,0,0.399222029,0.624424199,1.049237384,39.75841949,21.23042277,14.75586037,6.474562391,1.735080356,4.739482035,18.52799672,17.78585321,0.742143515
Alabama,Marion County,93.06190556,3.660937761,0.407141665,0.163524111,0,1.001168029,1.705322877,0.003337227,1.70198565,39.15568163,37.93091941,33.72601368,4.204905723,3.06357417,0.810946104,0.203570833,0.116802937,0.01001168,0.020023361,0.020023361,0,0,0,0,0,0,0,0.246954781,0.327048223,0.630735859,40.75421325,28.09611213,21.34823961,6.747872518,1.955614884,4.792257634,12.65810112,11.81378275,0.844318371
Alabama,Marshall County,92.37164328,2.581323243,0.408849651,0.599085606,0.048347259,2.202953387,1.787797572,0.221766777,1.566030795,40.51605444,38.47706133,34.5756477,3.901413632,2.982815702,0.573860949,0.232277051,0.01996952,0.092490409,0.207052394,0.207052394,0,0,0,0,0.009459246,0.026275684,0.002102055,0.522360607,0.149245888,1.122497241,36.67665143,25.13006464,19.26217878,5.867885858,1.477744495,4.390141363,11.54658679,10.12769983,1.418886962
Alabama,Mobile County,58.76105426,35.55548053,0.702987274,1.957512076,0.014952045,1.206774723,1.80123909,0.117687063,1.683552027,41.50301814,38.67201725,35.78723722,2.884780024,2.14344799,0.434332789,0.164713656,0.055949587,0.086336001,0.193411936,0.188106372,0,0.005305564,0,0,0.009405319,0.024116202,0.036174302,0.467854309,0.317610374,1.782428453,37.58051797,24.54450524,16.40528724,8.139218008,1.574787958,6.56443005,13.03601272,11.35318418,1.682828541
Alabama,Monroe County,54.9181852,41.49776869,1.608404611,0.557828189,0,0.111565638,1.306247676,0,1.306247676,29.51375976,27.91930086,27.02677575,0.892525102,0.813499442,0.018594273,0.055782819,0,0.004648568,0.195239866,0.027891409,0,0,0,0.167348457,0,0,0,0.07902566,0.320751209,0.999442172,37.8811826,23.2149498,16.60933433,6.60561547,1.217924879,5.387690591,14.6662328,14.0665675,0.599665303
Alabama,Montgomery County,36.51257375,57.66520814,0.182426269,2.689685865,0.024676017,1.111302056,1.814127901,0.234422163,1.579705738,43.94225812,41.13888632,37.15943792,3.979448403,3.268250338,0.484707479,0.176697908,0.040098528,0.00969415,0.240591167,0.240591167,0,0,0,0,0,0.03348888,0.055961682,0.684318832,0.221202868,1.567808373,39.58517853,24.69099898,14.83689593,9.854103049,1.974522012,7.879581036,14.89417954,12.96989085,1.924288692
Alabama,Morgan County,80.56110542,12.78353285,0.621211867,0.650593509,0.040294824,3.40323366,1.940027871,0.081429123,1.858598748,42.59078927,40.92275146,37.91071339,3.012038079,2.153254646,0.441564111,0.246805796,0.107452863,0.062960662,0.166216148,0.078071221,0,0,0,0.088144927,0.01678951,0.043652726,0.05036853,0.327395443,0.240929467,0.822685986,38.31869848,26.19331442,19.732711,6.460603415,1.667198334,4.793405081,12.12538406,10.65462299,1.470761068
Alabama,Perry County,29.91777356,69.44971537,0.063251107,0.221378874,0,0.347881088,0,0,0,24.40438541,22.54901961,20.52498419,2.024035421,1.454775459,0,0.347881088,0.221378874,0,0,0,0,0,0,0,0,0,0,0.495467004,1.054185115,0.305713683,32.45835969,16.74045962,6.8838288,9.856630824,1.697238035,8.159392789,15.71790006,15.46489564,0.253004428
Alabama,Pickens County,55.97595822,41.22080993,0.123164844,0.064045719,0.03941275,1.290767563,1.28584097,0.108385063,1.177455907,34.56498177,31.7026308,28.37718002,3.325450783,2.542122377,0.428613657,0.113311656,0,0.241403094,0.029559563,0.029559563,0,0,0,0,0,0,0,0.645383782,0.123164844,2.064242783,37.09725096,24.31274017,17.12483989,7.187900286,2.088875751,5.099024534,12.78451079,12.26721845,0.517292344
Alabama,Pike County,56.76136874,38.01155585,0.625692303,2.1405263,0.008981229,0.068856091,2.383019489,0.086818549,2.29620094,41.18492351,37.76906266,34.43103913,3.338023531,3.008711792,0.1945933,0.056881118,0.050893632,0.026943688,0.056881118,0.056881118,0,0,0,0,0,0.056881118,0.002993743,1.149597342,0.643654762,1.505852768,34.56875131,19.48627369,13.09163848,6.394635212,1.179534772,5.21510044,15.08247762,12.73837679,2.344100829
Alabama,Randolph County,77.27031098,20.14264198,0.225923629,0.301231505,0.225923629,0.372109507,1.461858776,0.031009126,1.43084965,37.72481616,36.01045451,32.16089306,3.849561442,3.038894303,0.598033135,0.088597502,0,0.124036502,0.048728626,0.048728626,0,0,0,0,0,0,0,0.044298751,0.243643129,1.377691149,38.2874103,26.00336671,18.99530433,7.008062373,2.237086914,4.770975458,12.28404359,10.99937982,1.284663772
Alabama,Russell County,50.25681549,42.87186711,0.283441843,0.889835604,0.123683713,1.442976655,4.131379589,0.364179822,3.767199766,41.75012454,39.65952622,36.26509543,3.394430797,2.691838593,0.534244928,0.108223249,0,0.060124027,0.097916273,0.097916273,0,0,0,0,0.07902015,0.051534881,0,0.532527099,0.255956573,1.073643344,39.06343944,24.92570388,16.60453851,8.321165375,1.436105337,6.885060038,14.13773556,12.43193101,1.705804545
Alabama,St. Clair County,87.30671432,9.451813163,0.360799945,0.844157332,0.009163173,0.789178292,1.23817378,0.20846219,1.029711589,43.64992097,41.76688887,37.81068884,3.956200032,2.718026252,0.510846906,0.49595675,0.216479967,0.014890156,0.095067922,0.095067922,0,0,0,0,0,0.062996816,0,0.168373308,0.45128628,1.105307768,36.84970105,26.65338007,20.92525141,5.728128651,1.501615009,4.226513642,10.19632099,8.951274826,1.245046159
Alabama,Shelby County,80.27889672,12.04907673,0.221526926,2.011256219,0.022247362,3.557211222,1.859784816,0.144371181,1.715413635,49.4094982,46.16469675,42.55731063,3.607386124,2.62708214,0.624346188,0.317143249,0.026034147,0.0127804,0.014200444,0,0,0,0.00757357,0.006626874,0,0.082835923,0.009940311,0.379625203,0.203539697,2.554659876,37.07641259,26.51790913,21.98134062,4.53656851,1.081127137,3.455441373,10.55850346,8.996454622,1.56204884
Alabama,Sumter County,24.65152099,71.97535618,0.061609549,2.603003466,0,0.454370427,0.254139392,0.030804775,0.223334617,31.15132846,29.41085868,26.3380824,3.07277628,2.464381979,0.215633423,0.269541779,0.084713131,0.038505968,0.130920293,0.130920293,0,0,0,0,0,0.053908356,0,1.17058144,0,0.385059684,38.86792453,20.63919908,11.85213708,8.787061995,1.4632268,7.323835194,18.22872545,17.05814401,1.17058144
Alabama,Talladega County,64.19661143,32.28449078,0.428225656,0.58337988,0.034754546,0.841556507,1.630981195,0.060820456,1.57016074,37.65406814,35.37764538,31.95680506,3.420840315,2.537081859,0.728604233,0.116675976,0.038478247,0,0.132812015,0.132812015,0,0,0,0,0.032272078,0.068267858,0.007447403,0.747222739,0.315273382,0.973127289,38.98342953,25.96785204,17.60566003,8.362192019,1.721591262,6.640600757,13.01557748,11.5062372,1.509340284
Alabama,Tallapoosa County,69.52209863,27.42641992,0.319913377,0.381435181,0,1.365784034,0.984348853,0.036913082,0.947435771,36.66945566,35.12648883,31.92981593,3.196672901,2.547002658,0.627522394,0.022147849,0,0,0.03445221,0.03445221,0,0,0,0,0,0.029530466,0,0.283000295,0.278078551,0.917905306,40.47642484,27.90382912,19.85923811,8.044591003,1.771827936,6.272763067,12.57259573,11.6300817,0.942514027
